Ration_Card_Number,Family_Member,Aadhaar_Number,Mobile_Number,Address
3.33E+11,Ramesh Babu,2.74E+11,9815440907,"311, Baria Chowk, Kozhikode 604660"
3.34E+11,Anjali Bose,4.77E+11,9156095134,"H.No. 20, Nagi Ganj, Haridwar 913155"
3.34E+11,Rahul Prasad,8.86E+11,9507868547,"H.No. 20, Nagi Ganj, Haridwar 913155"
3.34E+11,Anupam Pandey,6.28E+11,9504868138,"H.No. 20, Nagi Ganj, Haridwar 913155"
3.34E+11,Ramesh Babu,2.74E+11,9815440907,"H.No. 20, Nagi Ganj, Haridwar 913155"
3.34E+11,Kiran Joshi,2.48E+11,9512226039,"H.No. 20, Nagi Ganj, Haridwar 913155"
3.34E+11,Monica Das,9.28E+11,9912410957,"01, Singhal, Bhalswa Jahangir Pur 303785"
3.34E+11,Nirmal Kumar,6.54E+11,9343437870,"01, Singhal, Bhalswa Jahangir Pur 303785"
3.34E+11,Kamal Kishore,2.39E+11,9728466119,"01, Singhal, Bhalswa Jahangir Pur 303785"
3.34E+11,Komal Agrawal,6.68E+11,9496395041,"01, Singhal, Bhalswa Jahangir Pur 303785"
3.33E+11,Tanmay Naik,7.99E+11,9642243930,"36/81, Kapur Chowk, Bardhaman-005263"
3.33E+11,Alok Mehta,1.42E+11,9422605430,"36/81, Kapur Chowk, Bardhaman-005263"
3.33E+11,Tanya Bhardwaj,2.23E+11,9908564235,"36/81, Kapur Chowk, Bardhaman-005263"
3.33E+11,Ravi Varma,2.71E+11,9632609500,"36/81, Kapur Chowk, Bardhaman-005263"
3.33E+11,Vinod Menon,9.21E+11,9133492060,"H.No. 583, Jayaraman Chowk, North Dumdum 956961"
3.33E+11,Mahima Gupta,1.40E+11,9708535183,"H.No. 583, Jayaraman Chowk, North Dumdum 956961"
3.33E+11,Yashwant Reddy,1.67E+11,9240750614,"H.No. 583, Jayaraman Chowk, North Dumdum 956961"
3.33E+11,Sanjay Gupta,4.70E+11,9639914662,"H.No. 583, Jayaraman Chowk, North Dumdum 956961"
3.34E+11,Ritu Choudhary,1.26E+11,9628189538,"44, Thakkar Circle, Bhalswa Jahangir Pur-284092"
3.34E+11,Ramya Natarajan,7.08E+11,9100126921,"44, Thakkar Circle, Bhalswa Jahangir Pur-284092"
3.34E+11,Ramesh Choudhary,7.13E+11,9138599290,"44, Thakkar Circle, Bhalswa Jahangir Pur-284092"
3.34E+11,Tarun Verma,1.85E+11,9140930561,"44, Thakkar Circle, Bhalswa Jahangir Pur-284092"
3.33E+11,Namrata Joshi,2.70E+11,9504512623,"120, Dar Nagar, Rajkot 556468"
3.33E+11,Asha Bhat,2.41E+11,9279025948,"120, Dar Nagar, Rajkot 556468"
3.33E+11,Sandeep Menon,5.40E+11,9449787505,"120, Dar Nagar, Rajkot 556468"
3.33E+11,Sanjay Gupta,7.96E+11,9935992212,"120, Dar Nagar, Rajkot 556468"
3.33E+11,Ravi Varma,7.59E+11,9393479975,"120, Dar Nagar, Rajkot 556468"
3.34E+11,Anurag Joshi,8.36E+11,9119148314,"38, Pillai Chowk, Kavali 575288"
3.34E+11,Vineet Kumar,2.62E+11,9625475796,"38, Pillai Chowk, Kavali 575288"
3.34E+11,Harsha Narayan,9.75E+11,9437528570,"38, Pillai Chowk, Kavali 575288"
3.34E+11,Juhi Saxena,8.81E+11,9581644770,"38, Pillai Chowk, Kavali 575288"
3.33E+11,Anand Iyer,2.80E+11,9810976549,"38/687, Chaudhari Zila, New Delhi-110878"
3.33E+11,Juhi Saxena,8.81E+11,9581644770,"38/687, Chaudhari Zila, New Delhi-110878"
3.33E+11,Shalini Kapoor,1.49E+11,9644464499,"38/687, Chaudhari Zila, New Delhi-110878"
3.33E+11,Shanvika Reddy,2.84E+11,9321945238,"38/687, Chaudhari Zila, New Delhi-110878"
3.33E+11,Pooja Mehta,2.69E+11,9665191871,"38/687, Chaudhari Zila, New Delhi-110878"
3.34E+11,Sandeep Menon,5.40E+11,9449787505,"H.No. 341, Shanker Street, Chapra 691707"
3.34E+11,Sunil Chawla,8.20E+11,9779056979,"H.No. 341, Shanker Street, Chapra 691707"
3.34E+11,Gaurav Tiwari,6.12E+11,9581412021,"H.No. 341, Shanker Street, Chapra 691707"
3.34E+11,Ashwin Reddy,4.41E+11,9395761194,"H.No. 341, Shanker Street, Chapra 691707"
3.33E+11,Anurag Joshi,1.14E+11,9628624303,"703, Bhargava, Agartala-287985"
3.33E+11,Karthika Menon,3.76E+11,9362097810,"703, Bhargava, Agartala-287985"
3.33E+11,Shubham Chauhan,4.07E+11,9548677748,"703, Bhargava, Agartala-287985"
3.33E+11,Anand Iyer,7.61E+11,9968877835,"703, Bhargava, Agartala-287985"
3.33E+11,Sanjay Gupta,4.70E+11,9639914662,"703, Bhargava, Agartala-287985"
3.34E+11,Himanshi Gupta,4.78E+11,9353714831,"22/77, Sabharwal Circle, Kadapa 184223"
3.34E+11,Vivek Ranjan,3.03E+11,9681865866,"22/77, Sabharwal Circle, Kadapa 184223"
3.34E+11,Ritika Sharma,3.04E+11,9847554345,"22/77, Sabharwal Circle, Kadapa 184223"
3.34E+11,Anurag Joshi,1.14E+11,9628624303,"22/77, Sabharwal Circle, Kadapa 184223"
3.34E+11,Aditi Sinha,1.61E+11,9716281276,"H.No. 06, Shroff Nagar, Mango 453792"
3.34E+11,Ramya Natarajan,7.08E+11,9100126921,"H.No. 06, Shroff Nagar, Mango 453792"
3.34E+11,Shalini Kapoor,5.03E+11,9997983643,"H.No. 06, Shroff Nagar, Mango 453792"
3.34E+11,Vikash Anand,2.19E+11,9793195063,"H.No. 06, Shroff Nagar, Mango 453792"
3.34E+11,Tarun Verma,2.48E+11,9554755078,"H.No. 06, Shroff Nagar, Mango 453792"
3.34E+11,Nandita Das,5.92E+11,9766978942,"H.No. 73, Sabharwal Road, Bellary 084093"
3.34E+11,Mahima Gupta,8.07E+11,9880015171,"H.No. 73, Sabharwal Road, Bellary 084093"
3.34E+11,Ravi Varma,9.74E+11,9686657221,"H.No. 73, Sabharwal Road, Bellary 084093"
3.34E+11,Mahima Gupta,2.59E+11,9419634616,"H.No. 73, Sabharwal Road, Bellary 084093"
3.34E+11,Pooja Mehta,2.69E+11,9665191871,"H.No. 203, Pradhan, Gandhinagar-243503"
3.34E+11,Ramya Natarajan,7.08E+11,9100126921,"H.No. 203, Pradhan, Gandhinagar-243503"
3.34E+11,Sharvani Nair,9.34E+11,9660878147,"H.No. 203, Pradhan, Gandhinagar-243503"
3.34E+11,Harshita Saxena,5.80E+11,9464446700,"H.No. 203, Pradhan, Gandhinagar-243503"
3.34E+11,Vidya Nambiar,2.74E+11,9570717315,"56, Sant Nagar, Srikakulam 044141"
3.34E+11,Nirmal Kumar,6.88E+11,9190014837,"56, Sant Nagar, Srikakulam 044141"
3.34E+11,Jitendra Pandey,1.87E+11,9418864966,"56, Sant Nagar, Srikakulam 044141"
3.34E+11,Ramya Natarajan,2.87E+11,9113546929,"56, Sant Nagar, Srikakulam 044141"
3.34E+11,Aditi Sinha,4.52E+11,9164942829,"78/848, Tiwari Street, Buxar 813934"
3.34E+11,Meera Iyer,1.79E+11,9677465908,"78/848, Tiwari Street, Buxar 813934"
3.34E+11,Karthika Menon,3.76E+11,9362097810,"78/848, Tiwari Street, Buxar 813934"
3.34E+11,Karthika Menon,7.96E+11,9920667388,"78/848, Tiwari Street, Buxar 813934"
3.34E+11,Madhavi Reddy,1.23E+11,9979149193,"90/745, Choudhary Marg, Nangloi Jat 503289"
3.34E+11,Bhavna Patel,4.04E+11,9552573521,"90/745, Choudhary Marg, Nangloi Jat 503289"
3.34E+11,Vinod Menon,9.21E+11,9133492060,"90/745, Choudhary Marg, Nangloi Jat 503289"
3.34E+11,Anurag Joshi,5.40E+11,9749925001,"90/745, Choudhary Marg, Nangloi Jat 503289"
3.34E+11,Geetha Krishnan,2.05E+11,9548712971,"H.No. 932, Sarraf Chowk, Chandrapur-703439"
3.34E+11,Vikram Malhotra,9.95E+11,9955949144,"H.No. 932, Sarraf Chowk, Chandrapur-703439"
3.34E+11,Sandeep Menon,4.30E+11,9370362902,"H.No. 932, Sarraf Chowk, Chandrapur-703439"
3.34E+11,Himanshi Gupta,4.59E+11,9491405559,"H.No. 932, Sarraf Chowk, Chandrapur-703439"
3.34E+11,Amitabh Roy,8.04E+11,9691490944,"16/41, Bali Circle, Bharatpur 516824"
3.34E+11,Yamini Rao,7.38E+11,9336738358,"16/41, Bali Circle, Bharatpur 516824"
3.34E+11,Ramesh Choudhary,7.13E+11,9138599290,"16/41, Bali Circle, Bharatpur 516824"
3.34E+11,Tanmay Naik,7.99E+11,9642243930,"16/41, Bali Circle, Bharatpur 516824"
3.34E+11,Pankaj Dubey,5.70E+11,9932663134,"16/41, Bali Circle, Bharatpur 516824"
3.34E+11,Jitendra Pandey,1.91E+11,9682186256,"68/349, Saxena Marg, Tirunelveli-265904"
3.34E+11,Mahima Gupta,2.59E+11,9419634616,"68/349, Saxena Marg, Tirunelveli-265904"
3.34E+11,Akash Malhotra,4.65E+11,9635658456,"68/349, Saxena Marg, Tirunelveli-265904"
3.34E+11,Venu Gopal,3.48E+11,9683855786,"68/349, Saxena Marg, Tirunelveli-265904"
0.00E+00,Prakash S,1.25E+02,9003218977,"16/41, Bali Circle, Bharatpur 516824"
0.00E+00,Malar,2.00E+00,9047937507,"16/41, Bali Circle, Bharatpur 516824"
1.12E+03,Meganathan,4.07E+11,8072593510,"59, Chaudry, Amaravati 024175"
1.12E+03,Hemanath,5.91E+11,8838088064,"H.No. 590, Sahota Ganj, Kakinada-692138"
1.12E+03,Manoj,9.00E+00,8438670775,"H.No. 590, Sahota Ganj, Kakinada-692138"
